#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
POLD1	RAD51C	1860575	1851908	9606.ENSP00000406046	9606.ENSP00000336701	0	0	0	0	0.058	0.183	0.900	0.320	0.940
CHEK1	FANCG	1859362	1856907	9606.ENSP00000388648	9606.ENSP00000367910	0	0	0	0	0.197	0	0.900	0.321	0.940
POLH	ATM	1855646	1846577	9606.ENSP00000361310	9606.ENSP00000278616	0	0	0	0	0.108	0	0.900	0.390	0.940
HIF1A	ENO1	1852062	1843405	9606.ENSP00000338018	9606.ENSP00000234590	0	0	0	0	0	0	0.900	0.431	0.940
NPS	CGA	1858560	1855062	9606.ENSP00000381105	9606.ENSP00000358595	0	0	0	0	0.054	0	0.900	0.421	0.940
SOS1	CAV1	1858968	1852186	9606.ENSP00000384675	9606.ENSP00000339191	0	0	0	0	0	0.360	0.900	0.134	0.939
UBE2S	TCEB2	1845564	1845114	9606.ENSP00000264552	9606.ENSP00000262306	0	0	0	0	0.055	0	0.900	0.408	0.939
IGF2	F2	1859600	1849080	9606.ENSP00000391826	9606.ENSP00000308541	0	0	0	0	0.099	0	0.900	0.380	0.939
TLE3	CTNNB1	1862820	1852818	9606.ENSP00000452871	9606.ENSP00000344456	0	0	0	0	0.073	0.130	0.900	0.340	0.939
RFC1	LIG3	1857450	1856884	9606.ENSP00000371321	9606.ENSP00000367787	0	0	0	0	0.194	0.172	0.900	0.204	0.939
PRKDC	WRN	1849621	1847932	9606.ENSP00000313420	9606.ENSP00000298139	0	0	0	0	0.073	0.672	0	0.817	0.939
PSEN2	DTX1	1854447	1844520	9606.ENSP00000355747	9606.ENSP00000257600	0	0	0	0	0	0	0.900	0.415	0.939
NPS	NPY	1858560	1843611	9606.ENSP00000381105	9606.ENSP00000242152	0	0	0	0	0	0	0	0.939	0.939
TRADD	CAV1	1852436	1852186	9606.ENSP00000341268	9606.ENSP00000339191	0	0	0	0	0	0.360	0.900	0.124	0.939
ARNT	SIM1	1853710	1845239	9606.ENSP00000351407	9606.ENSP00000262901	0	0	0	0.630	0	0.915	0	0.777	0.939
FGB	ORM1	1848806	1844690	9606.ENSP00000306099	9606.ENSP00000259396	0	0	0	0	0.304	0	0.900	0.204	0.939
STAT2	EP300	1849817	1845316	9606.ENSP00000315768	9606.ENSP00000263253	0	0	0	0	0.059	0.530	0.800	0.397	0.939
BUB3	ANAPC10	1854901	1849254	9606.ENSP00000357858	9606.ENSP00000310071	0	0	0	0	0.138	0	0.900	0.355	0.939
EGFR	HGF	1846445	1842916	9606.ENSP00000275493	9606.ENSP00000222390	0	0	0	0	0.047	0	0.800	0.707	0.939
MEF2A	KAT2B	1853046	1845408	9606.ENSP00000346389	9606.ENSP00000263754	0	0	0	0	0.083	0.096	0.900	0.351	0.939
XIAP	BMPR1B	1853225	1845568	9606.ENSP00000347858	9606.ENSP00000264568	0	0	0	0	0	0.371	0.900	0.116	0.939
MC1R	MC4R	1862771	1848101	9606.ENSP00000451605	9606.ENSP00000299766	0	0	0	0.941	0.092	0.360	0.900	0.781	0.939
PTPN6	CTNND1	1859578	1858683	9606.ENSP00000391592	9606.ENSP00000382004	0	0	0	0	0.063	0.396	0.800	0.527	0.939
BRCA2	CDK4	1857163	1844551	9606.ENSP00000369497	9606.ENSP00000257904	0	0	0	0	0.054	0.092	0.900	0.380	0.939
ENG	SMAD4	1855851	1852473	9606.ENSP00000362299	9606.ENSP00000341551	0	0	0	0	0.048	0	0.900	0.413	0.939
BMP7	BMP2	1858342	1856935	9606.ENSP00000379204	9606.ENSP00000368104	0	0	0	0.811	0.054	0.296	0.900	0.898	0.939
H2AFX	RPA1	1856252	1844316	9606.ENSP00000364310	9606.ENSP00000254719	0	0	0	0	0.055	0.073	0.900	0.395	0.939
HDAC2	NOTCH1	1861837	1846535	9606.ENSP00000430432	9606.ENSP00000277541	0	0	0	0	0.053	0.118	0.900	0.359	0.939
FZD1	DKK2	1847096	1846957	9606.ENSP00000287934	9606.ENSP00000285311	0	0	0	0	0.052	0	0.900	0.414	0.939
ANAPC10	UBE2B	1849254	1845728	9606.ENSP00000310071	9606.ENSP00000265339	0	0	0	0	0	0.397	0.900	0.082	0.939
RAD51B	RPA2	1861422	1856012	9606.ENSP00000419471	9606.ENSP00000363021	0	0	0	0	0.180	0.049	0.900	0.310	0.939
RELA	TGFB1	1858923	1842869	9606.ENSP00000384273	9606.ENSP00000221930	0	0	0	0	0.053	0	0.900	0.413	0.939
FZR1	CDC20	1858270	1849070	9606.ENSP00000378529	9606.ENSP00000308450	0	0	0.513	0.884	0.054	0.325	0.900	0.706	0.939
HEY2	MAML1	1854786	1847370	9606.ENSP00000357348	9606.ENSP00000292599	0	0	0	0	0	0	0.900	0.419	0.939
PTPN6	GHR	1859578	1843268	9606.ENSP00000391592	9606.ENSP00000230882	0	0	0	0	0	0.336	0.900	0.167	0.939
AGT	PPARA	1854424	1845205	9606.ENSP00000355627	9606.ENSP00000262735	0	0	0	0	0.054	0.054	0.900	0.398	0.939
BMP2	BMP5	1856935	1855358	9606.ENSP00000368104	9606.ENSP00000359866	0	0	0	0.791	0.054	0.296	0.900	0.790	0.939
FEN1	WRN	1848737	1847932	9606.ENSP00000305480	9606.ENSP00000298139	0.063	0	0	0	0.122	0.529	0	0.862	0.939
BTRC	UBE2S	1855188	1845564	9606.ENSP00000359206	9606.ENSP00000264552	0	0	0	0	0.054	0.117	0.900	0.360	0.939
DLG3	DLG4	1856101	1847440	9606.ENSP00000363480	9606.ENSP00000293813	0	0	0	0.970	0.053	0.402	0.900	0.781	0.939
ANAPC4	UBE2S	1850076	1845564	9606.ENSP00000318775	9606.ENSP00000264552	0	0	0	0	0.052	0.360	0.900	0.119	0.939
MTOR	PRKAB1	1854147	1843198	9606.ENSP00000354558	9606.ENSP00000229328	0	0	0	0	0.062	0.065	0.900	0.389	0.939
FZR1	SMURF1	1858270	1854172	9606.ENSP00000378529	9606.ENSP00000354621	0	0	0	0	0.055	0.407	0.900	0.041	0.939
AVP	MC2R	1857196	1851632	9606.ENSP00000369647	9606.ENSP00000333821	0	0	0	0	0.042	0	0.900	0.419	0.939
VWF	ITGAV	1844904	1844842	9606.ENSP00000261405	9606.ENSP00000261023	0	0	0	0	0	0.344	0.800	0.574	0.939
BMP5	BMP4	1855358	1843758	9606.ENSP00000359866	9606.ENSP00000245451	0	0	0	0.788	0.054	0.296	0.900	0.813	0.939
RAD51B	RFC5	1861422	1860712	9606.ENSP00000419471	9606.ENSP00000408295	0.048	0	0	0	0.124	0.171	0.900	0.254	0.939
FGG	HGF	1851932	1842916	9606.ENSP00000336829	9606.ENSP00000222390	0	0	0	0	0.272	0.171	0.900	0.116	0.939
IGF1R	EGF	1845984	1845705	9606.ENSP00000268035	9606.ENSP00000265171	0	0	0	0	0	0	0.800	0.712	0.939
JUN	DVL3	1855436	1849842	9606.ENSP00000360266	9606.ENSP00000316054	0	0	0	0	0	0.276	0.900	0.236	0.939
CASP3	TNFRSF1A	1849375	1842286	9606.ENSP00000311032	9606.ENSP00000162749	0	0	0	0	0.045	0	0.800	0.708	0.939
SOS1	HSP90AA1	1858968	1851814	9606.ENSP00000384675	9606.ENSP00000335153	0	0	0	0	0	0.403	0.900	0.071	0.939
SMAD3	CDKN1B	1851536	1843169	9606.ENSP00000332973	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0.410	0.938
ESR2	ESR1	1852756	1842435	9606.ENSP00000343925	9606.ENSP00000206249	0	0	0	0.935	0.053	0.360	0.900	0.930	0.938
HSD3B2	HSD11B2	1855019	1849905	9606.ENSP00000358424	9606.ENSP00000316786	0	0	0	0	0	0	0.900	0.413	0.938
PDGFB	TIMP1	1851250	1842705	9606.ENSP00000330382	9606.ENSP00000218388	0	0	0	0	0.054	0	0.900	0.399	0.938
RBBP8	BRIP1	1850507	1844657	9606.ENSP00000323050	9606.ENSP00000259008	0	0	0	0	0.058	0	0.900	0.399	0.938
TGFA	ERBB3	1847571	1845918	9606.ENSP00000295400	9606.ENSP00000267101	0	0	0	0	0	0	0.900	0.409	0.938
MAPK9	WNT5A	1859420	1845576	9606.ENSP00000389338	9606.ENSP00000264634	0	0	0	0	0.053	0	0.900	0.398	0.938
EGF	WNT5A	1845705	1845576	9606.ENSP00000265171	9606.ENSP00000264634	0	0	0	0	0	0	0.900	0.407	0.938
TGFBR1	TAB2	1856216	1847005	9606.ENSP00000364133	9606.ENSP00000286332	0	0	0	0	0.119	0.325	0.900	0.092	0.938
PIK3R1	INS	1846375	1844030	9606.ENSP00000274335	9606.ENSP00000250971	0	0	0	0	0	0	0.900	0.407	0.938
GRB2	HBEGF	1852164	1843270	9606.ENSP00000339007	9606.ENSP00000230990	0	0	0	0	0	0	0.900	0.407	0.938
PLAU	PIK3CA	1855748	1845446	9606.ENSP00000361850	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.410	0.938
SPRTN	RPA1	1847523	1844316	9606.ENSP00000295050	9606.ENSP00000254719	0	0	0	0	0.115	0.360	0.900	0.041	0.938
ANAPC10	PLK1	1849254	1848135	9606.ENSP00000310071	9606.ENSP00000300093	0	0	0	0	0.190	0	0.900	0.305	0.938
XRCC2	BARD1	1853826	1844829	9606.ENSP00000352271	9606.ENSP00000260947	0	0	0	0	0.046	0	0.900	0.409	0.938
TAB2	TNFRSF1A	1847005	1842286	9606.ENSP00000286332	9606.ENSP00000162749	0	0	0	0	0	0	0.900	0.410	0.938
TCF7L2	LEF1	1862284	1845704	9606.ENSP00000444972	9606.ENSP00000265165	0	0	0	0.945	0.054	0.394	0.900	0.368	0.938
GRB2	SOCS1	1852164	1851146	9606.ENSP00000339007	9606.ENSP00000329418	0	0	0	0	0.054	0.181	0.900	0.303	0.938
RRM2	CCNB1	1854033	1844435	9606.ENSP00000353770	9606.ENSP00000256442	0	0	0	0	0.909	0	0	0.350	0.938
LPL	INS	1849220	1844030	9606.ENSP00000309757	9606.ENSP00000250971	0	0	0	0	0	0	0	0.938	0.938
GATA3	EP300	1857010	1845316	9606.ENSP00000368632	9606.ENSP00000263253	0	0	0	0	0.053	0.120	0.900	0.353	0.938
FANCG	USP1	1856907	1852710	9606.ENSP00000367910	9606.ENSP00000343526	0	0	0	0	0.053	0	0.900	0.400	0.938
PDGFB	HGF	1851250	1842916	9606.ENSP00000330382	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.411	0.938
CREB1	GRB2	1859295	1852164	9606.ENSP00000387699	9606.ENSP00000339007	0	0	0	0	0.058	0	0.900	0.401	0.938
FOSL1	IL6	1849266	1844631	9606.ENSP00000310170	9606.ENSP00000258743	0	0	0	0	0.055	0	0.900	0.400	0.938
MAPK3	VWF	1845265	1844904	9606.ENSP00000263025	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.413	0.938
IGF1	SPARC	1848439	1843274	9606.ENSP00000302665	9606.ENSP00000231061	0	0	0	0	0	0	0.900	0.408	0.938
ANAPC1	UBE2S	1852174	1845564	9606.ENSP00000339109	9606.ENSP00000264552	0	0	0	0	0.054	0.360	0.900	0.106	0.938
JUN	KLK3	1855436	1849687	9606.ENSP00000360266	9606.ENSP00000314151	0	0	0	0	0	0	0.900	0.410	0.938
BCL2	CREBBP	1851168	1845124	9606.ENSP00000329623	9606.ENSP00000262367	0	0	0	0	0	0	0.900	0.405	0.938
VWF	TIMP1	1844904	1842705	9606.ENSP00000261405	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.408	0.938
JAK3	IL6R	1859586	1854808	9606.ENSP00000391676	9606.ENSP00000357470	0	0	0	0	0.116	0	0.900	0.364	0.938
CTNND1	PTPN11	1858683	1852389	9606.ENSP00000382004	9606.ENSP00000340944	0	0	0	0	0.063	0.173	0.900	0.304	0.938
HDAC9	MAML1	1860731	1847370	9606.ENSP00000408617	9606.ENSP00000292599	0	0	0	0	0	0.360	0.900	0.114	0.938
CDK1	KHDRBS1	1858283	1849655	9606.ENSP00000378699	9606.ENSP00000313829	0	0	0	0	0	0.360	0.900	0.121	0.938
RAD51C	RAD54B	1851908	1851898	9606.ENSP00000336701	9606.ENSP00000336606	0	0	0	0	0.130	0.735	0	0.754	0.938
NCOR2	MAPK14	1858893	1843222	9606.ENSP00000384018	9606.ENSP00000229794	0	0	0	0	0	0.349	0.900	0.125	0.938
PTPN11	HGF	1852389	1842916	9606.ENSP00000340944	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.407	0.938
BMPR2	XIAP	1856145	1853225	9606.ENSP00000363708	9606.ENSP00000347858	0	0	0	0	0.051	0.360	0.900	0.111	0.938
JAK3	MAPK3	1859586	1845265	9606.ENSP00000391676	9606.ENSP00000263025	0	0	0	0.643	0.056	0.292	0.900	0.449	0.938
SRC	ITGAV	1853652	1844842	9606.ENSP00000350941	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.407	0.938
JAK3	MAPK1	1859586	1842512	9606.ENSP00000391676	9606.ENSP00000215832	0	0	0	0.646	0.056	0.292	0.900	0.449	0.938
LIG3	RFC4	1856884	1847705	9606.ENSP00000367787	9606.ENSP00000296273	0	0	0	0	0.144	0.118	0.900	0.283	0.938
SP1	JUND	1851138	1844164	9606.ENSP00000329357	9606.ENSP00000252818	0	0	0	0	0	0.118	0.900	0.361	0.938
IGF2	TIMP1	1859600	1842705	9606.ENSP00000391826	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.411	0.938
FGB	HGF	1848806	1842916	9606.ENSP00000306099	9606.ENSP00000222390	0	0	0	0	0.269	0.171	0.900	0.106	0.938
HSP90AA1	IL2	1851814	1843096	9606.ENSP00000335153	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.408	0.938
CRHR1	MC2R	1858593	1851632	9606.ENSP00000381333	9606.ENSP00000333821	0	0	0	0	0.050	0	0.900	0.408	0.938
CYP11B2	HSD11B1	1850775	1844918	9606.ENSP00000325822	9606.ENSP00000261465	0	0	0	0	0.054	0.070	0.900	0.383	0.938
MMP3	HBEGF	1848108	1843270	9606.ENSP00000299855	9606.ENSP00000230990	0	0	0	0	0.042	0	0.900	0.409	0.938
STAT5A	STAT5B	1852428	1847405	9606.ENSP00000341208	9606.ENSP00000293328	0	0	0	0.989	0.102	0.360	0.900	0.778	0.938
CALCA	PTH1R	1851388	1850409	9606.ENSP00000331746	9606.ENSP00000321999	0	0	0	0	0	0	0.900	0.409	0.938
BRCA1	RPA2	1861387	1856012	9606.ENSP00000418960	9606.ENSP00000363021	0	0	0	0	0	0	0.900	0.412	0.938
FN1	PTK2	1853098	1852426	9606.ENSP00000346839	9606.ENSP00000341189	0	0	0	0	0	0	0.900	0.408	0.938
IL13	IL18R1	1848685	1843377	9606.ENSP00000304915	9606.ENSP00000233957	0	0	0	0	0	0	0.900	0.410	0.938
EGFR	ERBB3	1846445	1845918	9606.ENSP00000275493	9606.ENSP00000267101	0	0	0	0.921	0.050	0.360	0.900	0.956	0.938
NCOA3	MAPK14	1855597	1843222	9606.ENSP00000361066	9606.ENSP00000229794	0	0	0	0	0	0.360	0.900	0.111	0.938
NOTCH1	EGFR	1846535	1846445	9606.ENSP00000277541	9606.ENSP00000275493	0	0	0	0	0.066	0.292	0	0.914	0.938
PTEN	PDGFB	1855586	1851250	9606.ENSP00000361021	9606.ENSP00000330382	0	0	0	0	0.050	0	0.900	0.409	0.938
IGF1	PXN	1848439	1843137	9606.ENSP00000302665	9606.ENSP00000228307	0	0	0	0	0	0	0.900	0.410	0.938
RFC5	XRCC3	1860712	1852691	9606.ENSP00000408295	9606.ENSP00000343392	0.048	0	0	0	0.104	0.171	0.900	0.260	0.938
GRB2	IL4	1852164	1843288	9606.ENSP00000339007	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.410	0.938
IGF2	KLK3	1859600	1849687	9606.ENSP00000391826	9606.ENSP00000314151	0	0	0	0	0	0	0.900	0.408	0.938
FZD9	DVL3	1852976	1849842	9606.ENSP00000345785	9606.ENSP00000316054	0	0	0	0	0.055	0.183	0.800	0.649	0.938
RBBP8	TP53	1850507	1846083	9606.ENSP00000323050	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.410	0.938
RPA1	APEX1	1844316	1842615	9606.ENSP00000254719	9606.ENSP00000216714	0	0	0	0	0.212	0.059	0.900	0.267	0.938
BMP7	SMURF1	1858342	1854172	9606.ENSP00000379204	9606.ENSP00000354621	0	0	0	0	0.042	0.101	0.900	0.366	0.938
F2RL2	F2RL3	1847768	1843896	9606.ENSP00000296641	9606.ENSP00000248076	0	0	0	0.851	0.052	0.360	0.900	0.481	0.938
TCF7L2	TNIK	1862284	1860160	9606.ENSP00000444972	9606.ENSP00000399511	0	0	0	0	0.055	0.363	0.900	0.094	0.938
GNB1	AKT1	1856899	1846136	9606.ENSP00000367869	9606.ENSP00000270202	0	0	0	0	0.093	0.248	0.900	0.204	0.938
IGF2	CTNNB1	1859600	1852818	9606.ENSP00000391826	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.411	0.938
RELA	IFNG	1858923	1843180	9606.ENSP00000384273	9606.ENSP00000229135	0	0	0	0	0	0	0.900	0.410	0.938
PTPN1	FN1	1855520	1853098	9606.ENSP00000360683	9606.ENSP00000346839	0	0	0	0	0	0.369	0.900	0.107	0.938
XPA	POLE	1856245	1850463	9606.ENSP00000364270	9606.ENSP00000322570	0	0	0	0	0.054	0.121	0.900	0.345	0.938
SHC1	IL6	1860266	1844631	9606.ENSP00000401303	9606.ENSP00000258743	0	0	0	0	0	0	0.900	0.415	0.938
PLAUR	MAPK3	1852201	1845265	9606.ENSP00000339328	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.415	0.938
SOS1	PIK3CD	1858968	1856668	9606.ENSP00000384675	9606.ENSP00000366563	0	0	0	0	0.060	0.062	0.900	0.380	0.938
FN1	PTPN11	1853098	1852389	9606.ENSP00000346839	9606.ENSP00000340944	0	0	0	0	0	0.909	0	0.331	0.937
TLN1	ITGAV	1849837	1844842	9606.ENSP00000316029	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.398	0.937
SOCS1	VHL	1851146	1844441	9606.ENSP00000329418	9606.ENSP00000256474	0	0	0	0	0	0.325	0.900	0.150	0.937
BUB3	NEK2	1854901	1854493	9606.ENSP00000357858	9606.ENSP00000355966	0	0	0	0	0.090	0.070	0.900	0.345	0.937
RFC3	XRCC3	1857148	1852691	9606.ENSP00000369411	9606.ENSP00000343392	0.048	0	0	0	0.104	0.171	0.900	0.254	0.937
SP1	CREBBP	1851138	1845124	9606.ENSP00000329357	9606.ENSP00000262367	0	0	0	0	0.218	0.426	0.800	0.383	0.937
FEN1	POLD3	1848737	1845392	9606.ENSP00000305480	9606.ENSP00000263681	0	0	0	0	0.193	0	0.900	0.285	0.937
NOTCH1	CREBBP	1846535	1845124	9606.ENSP00000277541	9606.ENSP00000262367	0	0	0	0	0.053	0.097	0.900	0.358	0.937
ANAPC16	CCNB1	1848056	1844435	9606.ENSP00000299381	9606.ENSP00000256442	0	0	0	0	0	0	0.900	0.399	0.937
SUMO1	ATM	1857989	1846577	9606.ENSP00000376076	9606.ENSP00000278616	0	0	0	0	0	0.091	0.900	0.369	0.937
PDGFB	PLG	1851250	1849130	9606.ENSP00000330382	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.401	0.937
BTC	NRG1	1858326	1853417	9606.ENSP00000379092	9606.ENSP00000349275	0	0	0	0	0.049	0	0.900	0.393	0.937
UBE2S	BARD1	1845564	1844829	9606.ENSP00000264552	9606.ENSP00000260947	0	0	0	0	0	0.096	0.900	0.360	0.937
ARAF	KSR2	1856599	1852274	9606.ENSP00000366244	9606.ENSP00000339952	0	0	0	0.710	0.054	0.292	0.900	0.504	0.937
CAV1	GRB2	1852186	1852164	9606.ENSP00000339191	9606.ENSP00000339007	0	0	0	0	0	0	0.900	0.397	0.937
JAK2	AKT1	1857411	1846136	9606.ENSP00000371067	9606.ENSP00000270202	0	0	0	0.626	0.059	0.107	0.900	0.847	0.937
RXRG	PPARA	1853910	1845205	9606.ENSP00000352900	9606.ENSP00000262735	0	0	0	0.724	0.054	0.345	0.900	0.310	0.937
FN1	MAPK3	1853098	1845265	9606.ENSP00000346839	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.402	0.937
CDC45	CDK1	1860553	1858283	9606.ENSP00000405726	9606.ENSP00000378699	0	0	0	0	0.817	0	0	0.671	0.937
AVP	LHCGR	1857196	1847515	9606.ENSP00000369647	9606.ENSP00000294954	0	0	0	0	0.049	0	0.900	0.396	0.937
RELA	HRAS	1858923	1849235	9606.ENSP00000384273	9606.ENSP00000309845	0	0	0	0	0	0	0.900	0.400	0.937
TKT	LDHB	1860530	1843197	9606.ENSP00000405455	9606.ENSP00000229319	0	0	0	0	0.151	0.423	0.800	0.437	0.937
CTNND1	AXIN1	1858683	1845118	9606.ENSP00000382004	9606.ENSP00000262320	0	0	0	0	0.060	0	0.900	0.384	0.937
ADRBK1	BDKRB2	1849510	1848988	9606.ENSP00000312262	9606.ENSP00000307713	0	0	0	0	0	0.325	0.900	0.148	0.937
ADRB3	ADRB2	1852741	1848724	9606.ENSP00000343782	9606.ENSP00000305372	0	0	0	0.922	0	0.360	0.900	0.781	0.937
RBBP8	RPA1	1850507	1844316	9606.ENSP00000323050	9606.ENSP00000254719	0	0	0	0	0.050	0	0.900	0.394	0.937
XRCC3	RFC4	1852691	1847705	9606.ENSP00000343392	9606.ENSP00000296273	0.048	0	0	0	0.104	0.171	0.900	0.254	0.937
RELA	TRAF2	1858923	1843873	9606.ENSP00000384273	9606.ENSP00000247668	0	0	0	0	0.051	0	0.900	0.397	0.937
PLAUR	ITGAV	1852201	1844842	9606.ENSP00000339328	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.400	0.937
HDAC1	PITX2	1855935	1848608	9606.ENSP00000362649	9606.ENSP00000304169	0	0	0	0	0	0.292	0.900	0.187	0.937
POLA1	LIG1	1856974	1845325	9606.ENSP00000368349	9606.ENSP00000263274	0	0	0	0	0.697	0.465	0	0.641	0.937
CDK1	HDAC1	1858283	1855935	9606.ENSP00000378699	9606.ENSP00000362649	0	0	0	0	0.077	0.068	0.900	0.353	0.937
DUSP5	MAPK14	1855063	1843222	9606.ENSP00000358596	9606.ENSP00000229794	0	0	0	0	0.053	0.498	0.800	0.422	0.937
AXIN2	AXIN1	1848431	1845118	9606.ENSP00000302625	9606.ENSP00000262320	0	0	0	0.890	0.054	0.329	0.900	0.896	0.937
CASP3	BCL2L1	1849375	1848421	9606.ENSP00000311032	9606.ENSP00000302564	0	0	0	0	0.054	0.143	0	0.928	0.937
PRL	POMC	1848376	1845600	9606.ENSP00000302150	9606.ENSP00000264708	0	0	0	0	0.141	0	0	0.930	0.937
HDAC9	RBPJ	1860731	1852908	9606.ENSP00000408617	9606.ENSP00000345206	0	0	0	0	0.063	0.097	0.900	0.350	0.937
UBA52	CDK1	1859324	1858283	9606.ENSP00000388107	9606.ENSP00000378699	0	0	0	0	0	0.063	0.900	0.386	0.937
LDLR	EGFR	1862854	1846445	9606.ENSP00000454071	9606.ENSP00000275493	0	0	0	0	0	0	0.900	0.399	0.937
RFC1	CASP3	1857450	1849375	9606.ENSP00000371321	9606.ENSP00000311032	0	0	0	0	0	0.360	0.900	0.098	0.937
TF	AVP	1859071	1857196	9606.ENSP00000385834	9606.ENSP00000369647	0	0	0	0	0	0	0.900	0.400	0.937
CSNK1A1	GLI2	1861538	1854160	9606.ENSP00000421689	9606.ENSP00000354586	0	0	0	0	0.060	0.326	0.900	0.131	0.937
RAD51B	RFC2	1861422	1842227	9606.ENSP00000419471	9606.ENSP00000055077	0.048	0	0	0	0.104	0.171	0.900	0.255	0.937
AGT	CCL5	1854424	1847396	9606.ENSP00000355627	9606.ENSP00000293272	0	0	0	0	0	0	0.900	0.396	0.937
MAPK10	DUSP1	1853804	1843515	9606.ENSP00000352157	9606.ENSP00000239223	0	0	0	0	0.052	0.525	0.800	0.386	0.937
NFATC2	IFNG	1858353	1843180	9606.ENSP00000379330	9606.ENSP00000229135	0	0	0	0	0	0.142	0.900	0.319	0.936
GBE1	GYG2	1860874	1857343	9606.ENSP00000410833	9606.ENSP00000370555	0	0	0	0	0.178	0	0.900	0.293	0.936
PIK3CG	MAPK3	1853801	1845265	9606.ENSP00000352121	9606.ENSP00000263025	0	0	0	0	0.054	0.170	0	0.925	0.936
FGG	KNG1	1851932	1845668	9606.ENSP00000336829	9606.ENSP00000265023	0	0	0	0	0.193	0	0.900	0.274	0.936
JAK3	MAPK14	1859586	1843222	9606.ENSP00000391676	9606.ENSP00000229794	0	0	0	0.647	0.107	0.292	0.900	0.259	0.936
F5	ALB	1854661	1847637	9606.ENSP00000356771	9606.ENSP00000295897	0	0	0	0	0.054	0	0.900	0.380	0.936
SERPINE2	F10	1861176	1856330	9606.ENSP00000415786	9606.ENSP00000364709	0.074	0	0	0	0.044	0.170	0.900	0.267	0.936
HDAC1	HDAC3	1855935	1848477	9606.ENSP00000362649	9606.ENSP00000302967	0	0	0.527	0.971	0.085	0.336	0.900	0.916	0.936
FOSL1	IL8	1849266	1848852	9606.ENSP00000310170	9606.ENSP00000306512	0	0	0	0	0.086	0	0.900	0.364	0.936
ATF2	IL6	1845482	1844631	9606.ENSP00000264110	9606.ENSP00000258743	0	0	0	0	0	0	0.900	0.395	0.936
RFC4	BRIP1	1847705	1844657	9606.ENSP00000296273	9606.ENSP00000259008	0.092	0	0	0	0.185	0.130	0.900	0.161	0.936
FZR1	MCM3	1858270	1843226	9606.ENSP00000378529	9606.ENSP00000229854	0	0	0	0	0.352	0.052	0.900	0.083	0.936
UBA52	EGFR	1859324	1846445	9606.ENSP00000388107	9606.ENSP00000275493	0	0	0	0	0	0.073	0.900	0.370	0.936
KDR	MAPK14	1845437	1843222	9606.ENSP00000263923	9606.ENSP00000229794	0	0	0	0.633	0.053	0.292	0.900	0.382	0.936
HSP90AA1	TCEB1	1851814	1846927	9606.ENSP00000335153	9606.ENSP00000284811	0	0	0	0	0.115	0	0.900	0.337	0.936
BRCA1	RFC5	1861387	1860712	9606.ENSP00000418960	9606.ENSP00000408295	0	0	0	0	0.241	0	0.900	0.230	0.936
PLAU	NFKB1	1855748	1843094	9606.ENSP00000361850	9606.ENSP00000226574	0	0	0	0	0	0.064	0.900	0.380	0.936
BAX	AKT1	1847402	1846136	9606.ENSP00000293288	9606.ENSP00000270202	0	0	0	0	0	0.360	0	0.905	0.936
IRS2	PRL	1856394	1848376	9606.ENSP00000365016	9606.ENSP00000302150	0	0	0	0	0	0	0.900	0.395	0.936
PRL	INS	1848376	1844030	9606.ENSP00000302150	9606.ENSP00000250971	0	0	0	0	0	0	0	0.935	0.936
POMC	LHB	1845600	1842832	9606.ENSP00000264708	9606.ENSP00000221421	0	0	0	0	0.052	0	0.900	0.380	0.936
F2R	MAPK3	1850333	1845265	9606.ENSP00000321326	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0.392	0.936
CAV1	TRAF2	1852186	1843873	9606.ENSP00000339191	9606.ENSP00000247668	0	0	0	0	0	0.360	0.900	0.090	0.936
HDAC3	NOTCH1	1848477	1846535	9606.ENSP00000302967	9606.ENSP00000277541	0	0	0	0	0.053	0.118	0.900	0.329	0.936
KNG1	HGF	1845668	1842916	9606.ENSP00000265023	9606.ENSP00000222390	0	0	0	0	0.115	0	0.900	0.343	0.936
RFC4	POLD3	1847705	1845392	9606.ENSP00000296273	9606.ENSP00000263681	0	0	0	0	0.190	0	0.900	0.278	0.936
BRIP1	RFC2	1844657	1842227	9606.ENSP00000259008	9606.ENSP00000055077	0.092	0	0	0	0.108	0.130	0.900	0.233	0.936
